#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
82376	853271	856052	33591	36125	YJL168C	YPL055C	SET2	LGE1	EZL1|histone methyltransferase SET2|KMT3|L000003090	-	Synthetic Lethality	genetic	Krogan NJ (2003)	12773564	559292	559292	Low Throughput|High Throughput	-	-	inviable	High Throughput: SGA analysis|Low Throughput: Interaction confirmed by tetrad analysis.	-	BIOGRID
343321	856052	854182	36125	34421	YPL055C	YOR017W	LGE1	PET127	-	L000001399	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343322	856052	854294	36125	34522	YPL055C	YOR127W	LGE1	RGA1	-	DBM1|THE1|L000002626	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343323	856052	854408	36125	34626	YPL055C	YOR233W	LGE1	KIN4	-	KIN3|KIN31|putative serine/threonine protein kinase KIN4|L000000904	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343324	856052	854431	36125	34647	YPL055C	YOR257W	LGE1	CDC31	-	DSK1|centrin|L000000269	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343325	856052	854555	36125	34756	YPL055C	YOR373W	LGE1	NUD1	-	L000002752	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343326	856052	856052	36125	36125	YPL055C	YPL055C	LGE1	LGE1	-	-	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343327	856052	855979	36125	36057	YPL055C	YPL124W	LGE1	SPC29	-	LPH3|NIP29|L000001253	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343328	856052	855962	36125	36041	YPL055C	YPL141C	LGE1	FRK1	-	protein kinase FRK1	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343329	856052	855922	36125	36002	YPL055C	YPL180W	LGE1	TCO89	-	-	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343330	856052	856119	36125	36188	YPL055C	YPR010C	LGE1	RPA135	-	RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135|A135|L000001674	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343331	856052	854519	36125	34724	YPL055C	YOR341W	LGE1	RPA190	-	RRN1|DNA-directed RNA polymerase I core subunit RPA190|A190|L000001675	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343332	856052	854379	36125	34599	YPL055C	YOR204W	LGE1	DED1	-	SPP81|DEAD-box ATP-dependent RNA helicase DED1|L000000500	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343333	856052	855473	36125	35591	YPL055C	YNL248C	LGE1	RPA49	-	DNA-directed RNA polymerase I subunit RPA49|A49|L000001673	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343334	856052	855591	36125	35695	YPL055C	YNL132W	LGE1	KRE33	-	RRA1	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343335	856052	855636	36125	35735	YPL055C	YNL088W	LGE1	TOP2	-	TOR3|TRF3|DNA topoisomerase 2|L000002320	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343336	856052	853609	36125	33900	YPL055C	YJR144W	LGE1	MGM101	-	MGM9|L000001104	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343337	856052	853369	36125	33680	YPL055C	YJL076W	LGE1	NET1	-	CFI1|ESC5|SRM8|L000004425	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343338	856052	852757	36125	33131	YPL055C	YGL120C	LGE1	PRP43	-	DEAH-box ATP-dependent RNA helicase PRP43|JA1|L000003359	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343339	856052	851993	36125	32446	YPL055C	YDR385W	LGE1	EFT2	-	elongation factor 2|L000000544	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343340	856052	851775	36125	32246	YPL055C	YDR194C	LGE1	MSS116	-	L000001206	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
343341	856052	852294	36125	32710	YPL055C	YBR009C	LGE1	HHF1	-	histone H4|L000000770	Affinity Capture-MS	physical	Lambert JP (2009)	19106085	559292	559292	High Throughput	-	-	-	-	-	BIOGRID
347567	852755	856052	33129	36125	YGL122C	YPL055C	NAB2	LGE1	mRNA-binding protein NAB2|L000001227	-	Affinity Capture-RNA	physical	Batisse J (2009)	19840948	559292	559292	High Throughput	-	-	-	High Throughput: The experiment involved high-throughput sequencing of the RNAs that co-precipitated with TAP-tagged Nab2 (Nab2-TAP).	-	BIOGRID
352117	855239	856052	35377	36125	YMR199W	YPL055C	CLN1	LGE1	cyclin CLN1|L000000357	-	Synthetic Growth Defect	genetic	Zou J (2009)	19458192	559292	559292	Low Throughput	-	-	vegetative growth	-	-	BIOGRID
352135	855819	856052	35907	36125	YPL256C	YPL055C	CLN2	LGE1	cyclin CLN2|L000000358	-	Synthetic Growth Defect	genetic	Zou J (2009)	19458192	559292	559292	Low Throughput	-	-	vegetative growth	-	-	BIOGRID
354713	851208	856052	31741	36125	YAL025C	YPL055C	MAK16	LGE1	ribosome biosynthesis protein MAK16|L000000989	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1982	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YAL025C is an essential gene and therefore a gene-dosage DAmP allele was used in the experiment.    The Decreased Abundance by mRNA Perturbation (DAmP) method results in destabilizing a gene's transcripts thereby decreasing the amount of protein.	-	BIOGRID
355392	851261	856052	31788	36125	YAL002W	YPL055C	VPS8	LGE1	FUN15|VPL8|VPT8|CORVET complex membrane-binding subunit VPS8|L000003013	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1785	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
355516	851265	856052	31792	36125	YAR003W	YPL055C	SWD1	LGE1	CPS50|FUN16|SAF49|COMPASS subunit protein SWD1	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1612	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
355699	852169	856052	32598	36125	YBL105C	YPL055C	PKC1	LGE1	CLY15|CLY5|CLY7|HPO2|STT1|protein kinase C|L000001446|L000000362|S000029091	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.189	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YBL105C is an essential gene and therefore the temperature sensitive allele YBL105C_tsq539 was used in the experiment	-	BIOGRID
356321	852230	856052	32648	36125	YBL050W	YPL055C	SEC17	LGE1	RNS3|L000001841	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.2299	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YBL050W is an essential gene and therefore the temperature sensitive allele YBL050W_tsq48 was used in the experiment	-	BIOGRID
356408	852241	856052	32658	36125	YBL039C	YPL055C	URA7	LGE1	CTP synthase URA7|L000002436	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1688	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
357069	852321	856052	32734	36125	YBR033W	YPL055C	EDS1	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1361	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
357454	852352	856052	32764	36125	YBR060C	YPL055C	ORC2	LGE1	RRR1|SIR5|origin recognition complex subunit 2|L000001776	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.152	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YBR060C is an essential gene and therefore the temperature sensitive allele YBR060C_tsq311 was used in the experiment	-	BIOGRID
357662	852369	856052	32779	36125	YBR077C	YPL055C	SLM4	LGE1	EGO3|GSE1|NIR1	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1323	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
358218	852406	856052	32813	36125	YBR109C	YPL055C	CMD1	LGE1	calmodulin|CaM|L000000365	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1776	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YBR109C is an essential gene and therefore the temperature sensitive allele YBR109C_tsq157 was used in the experiment	-	BIOGRID
358373	1466445	856052	36987	36125	YBR111W-A	YPL055C	SUS1	LGE1	-	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1776	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
360534	850297	856052	30926	36125	YCL061C	YPL055C	MRC1	LGE1	YCL060C|chromatin-modulating protein MRC1	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1219	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
361439	850399	856052	31016	36125	YCR033W	YPL055C	SNT1	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.229	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
361977	850447	856052	31058	36125	YCR086W	YPL055C	CSM1	LGE1	S000007653	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1326	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
362677	851314	856052	31833	36125	YDL212W	YPL055C	SHR3	LGE1	APF1|L000001885	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1567	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YDL212W is an essential gene and therefore a gene-dosage DAmP allele was used in the experiment.    The Decreased Abundance by mRNA Perturbation (DAmP) method results in destabilizing a gene's transcripts thereby decreasing the amount of protein.	-	BIOGRID
363044	851376	856052	31888	36125	YDL178W	YPL055C	DLD2	LGE1	AIP2|L000000070	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2103	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
363534	851431	856052	31937	36125	YDL126C	YPL055C	CDC48	LGE1	AAA family ATPase CDC48|L000000280	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1843	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YDL126C is an essential gene and therefore the temperature sensitive allele YDL126C_tsq208 was used in the experiment|YDL126C is an essential gene and therefore the temperature sensitive allele YDL126C_tsq209 was used in the experiment	-	BIOGRID
364038	851456	856052	31960	36125	YDL102W	YPL055C	POL3	LGE1	CDC2|HPR6|TEX1|DNA-directed DNA polymerase delta POL3|L000000242	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2775	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YDL102W is an essential gene and therefore the temperature sensitive allele YDL102W_tsq135 was used in the experiment|YDL102W is an essential gene and therefore the temperature sensitive allele YDL102W_tsq17 was used in the experiment	-	BIOGRID
364123	851457	856052	31961	36125	YDL101C	YPL055C	DUN1	LGE1	serine/threonine protein kinase DUN1|L000000531	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2412	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
364191	851458	856052	31962	36125	YDL100C	YPL055C	GET3	LGE1	ARR4|guanine nucleotide exchange factor GET3	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.2438	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
364465	851485	856052	31987	36125	YDL074C	YPL055C	BRE1	LGE1	E3 ubiquitin-protein ligase BRE1	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1888	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
364810	851542	856052	32035	36125	YDL020C	YPL055C	RPN4	LGE1	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1547	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
365101	851557	856052	32047	36125	YDL007W	YPL055C	RPT2	LGE1	YHS4|YTA5|proteasome regulatory particle base subunit RPT2|L000002559	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1884	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YDL007W is an essential gene and therefore a gene-dosage DAmP allele was used in the experiment.    The Decreased Abundance by mRNA Perturbation (DAmP) method results in destabilizing a gene's transcripts thereby decreasing the amount of protein.	-	BIOGRID
366192	851661	856052	32144	36125	YDR088C	YPL055C	SLU7	LGE1	SLT17|L000001922	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1715	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YDR088C is an essential gene and therefore the temperature sensitive allele YDR088C_tsq656 was used in the experiment	-	BIOGRID
366427	851686	856052	32166	36125	YDR108W	YPL055C	TRS85	LGE1	GSG1|MUM1|L000002779|S000029315|L000002585	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1799	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
366674	851702	856052	32180	36125	YDR124W	YPL055C	YDR124W	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1764	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
366841	851705	856052	32183	36125	YDR127W	YPL055C	ARO1	LGE1	pentafunctional protein ARO1p|L000000116	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1924	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
367823	851762	856052	32235	36125	YDR181C	YPL055C	SAS4	LGE1	L000004214	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.3921	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
368225	851788	856052	32257	36125	YDR207C	YPL055C	UME6	LGE1	CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6|L000002426	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1831	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
368298	851798	856052	32266	36125	YDR212W	YPL055C	TCP1	LGE1	CCT1|chaperonin-containing T-complex alpha subunit TCP1|L000002267	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1681	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YDR212W is an essential gene and therefore the temperature sensitive allele YDR212W_tsq448 was used in the experiment	-	BIOGRID
369278	851887	856052	32345	36125	YDR293C	YPL055C	SSD1	LGE1	CLA1|MCS1|RLT1|SRK1|mRNA-binding translational repressor SSD1|L000002077	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1458	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
369870	851934	856052	32391	36125	YDR334W	YPL055C	SWR1	LGE1	chromatin-remodeling protein SWR1|S000007447	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.3525	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
370090	851975	856052	32428	36125	YDR369C	YPL055C	XRS2	LGE1	L000002489	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1782	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
370817	852049	856052	32495	36125	YDR439W	YPL055C	LRS4	LGE1	L000004395	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1832	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
370911	852059	856052	32503	36125	YDR448W	YPL055C	ADA2	LGE1	SWI8|chromatin-binding transcription regulator ADA2|L000000029	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.189	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
371228	852096	856052	32537	36125	YDR485C	YPL055C	VPS72	LGE1	SWC2	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.3077	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
371623	852125	856052	32564	36125	YDR512C	YPL055C	EMI1	LGE1	-	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1614	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
373247	856675	856052	36693	36125	YEL036C	YPL055C	ANP1	LGE1	GEM3|MNN8|L000000089	-	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.3471	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
373712	856696	856052	36712	36125	YEL018W	YPL055C	EAF5	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2024	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
374236	856723	856052	36736	36125	YER006W	YPL055C	NUG1	LGE1	RNA-binding GTPase NUG1	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.3014	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.|YER006W is an essential gene and therefore the temperature sensitive allele YER006W_tsq786 was used in the experiment	-	BIOGRID
